animal_id,outcome_type
A681207,Transfer
A669237,Euthanasia
A720084,Transfer
A693288,Adoption
A701867,Transfer
A736243,Adoption
A705911,Adoption
A707579,Adoption
A693734,Adoption
A676784,Adoption
A758257,Transfer
A665218,Transfer
A690393,Transfer
A681376,Transfer
A723456,Return to Owner
A731271,Transfer
A661049,Adoption
A679727,Adoption
A721104,Return to Owner
A745058,Return to Owner
A704307,Return to Owner
A679671,Transfer
A696500,Transfer
A698578,Transfer
A685929,Transfer
A754974,Euthanasia
A737570,Adoption
A723419,Transfer
A749046,Adoption
A686383,Adoption
A689078,Transfer
A756254,Adoption
A738833,Transfer
A736363,Adoption
A749625,Euthanasia
A748729,Adoption
A705977,Adoption
A747252,Transfer
A699964,Euthanasia
A765604,Adoption
A754054,Adoption
A695504,Adoption
A730697,Adoption
A706933,Transfer
A700968,Transfer
A732881,Adoption
A747201,Transfer
A741267,Adoption
A683655,Transfer
A670404,Adoption
A685247,Adoption
A684974,Adoption
A696154,Transfer
A695427,Adoption
A722660,Transfer
A712048,Transfer
A730051,Return to Owner
A529648,Return to Owner
A745083,Adoption
A701686,Adoption
A755806,Transfer
A658199,Adoption
A764208,Adoption
A684918,Adoption
A680860,Transfer
A734107,Adoption
A707219,Transfer
A718458,Adoption
A765520,Return to Owner
A672684,Return to Owner
A699537,Transfer
A733427,Adoption
A765622,Transfer
A752186,Adoption
A764626,Euthanasia
A736564,Adoption
A665157,Transfer
A705132,Adoption
A530786,Return to Owner
A671362,Return to Owner
A646449,Adoption
A750445,Transfer
A745556,Adoption
A683976,Transfer
A683330,Adoption
A686650,Adoption
A566279,Return to Owner
A733161,Return to Owner
A691046,Transfer
A752586,Adoption
A727539,Adoption
A682015,Adoption
A753041,Adoption
A705722,Adoption
A760551,Transfer
A750849,Transfer
A680820,Adoption
A720782,Transfer
A666990,Transfer
A738150,Adoption
A694192,Adoption
A736092,Return to Owner
A489376,Return to Owner
A679814,Adoption
A751967,Transfer
A722644,Transfer
A684867,Transfer
A673508,Adoption
A737771,Transfer
A665978,Adoption
A686041,Transfer
A705944,Adoption
A666263,Transfer
A747753,Transfer
A714747,Adoption
A675482,Transfer
A719658,Adoption
A668654,Adoption
A736568,Adoption
A672192,Adoption
A667339,Adoption
A742410,Transfer
A711541,Return to Owner
A676631,Transfer
A705215,Transfer
A664556,Adoption
A702917,Adoption
A718470,Adoption
A715216,Adoption
A682607,Adoption
A727620,Return to Owner
A719083,Adoption
A722328,Adoption
A678925,Return to Owner
A715049,Adoption
A752800,Transfer
A541496,Return to Owner
A711577,Transfer
A727834,Transfer
A731809,Transfer
A683390,Return to Owner
A728361,Adoption
A702083,Transfer
A727130,Adoption
A705476,Return to Owner
A704689,Adoption
A715574,Adoption
A757401,Adoption
A694779,Adoption
A739826,Adoption
A676366,Adoption
A738979,Adoption
A753428,Transfer
A697286,Transfer
A755582,Adoption
A678981,Adoption
A667014,Adoption
A720125,Adoption
A686178,Adoption
A716236,Transfer
A726114,Transfer
A724046,Transfer
A741557,Transfer
A742167,Adoption
A678073,Transfer
A764199,Adoption
A753648,Adoption
A681461,Transfer
A760809,Return to Owner
A692165,Adoption
A669920,Return to Owner
A721475,Adoption
A684982,Adoption
A707268,Adoption
A708875,Adoption
A673606,Adoption
A736916,Adoption
A725723,Transfer
A753781,Adoption
A718780,Transfer
A690525,Adoption
A719919,Return to Owner
A733030,Transfer
A679845,Return to Owner
A687914,Transfer
A745418,Adoption
A718051,Adoption
A732275,Return to Owner
A739682,Transfer
A750701,Transfer
A696051,Return to Owner
A727974,Return to Owner
A750031,Adoption
A757221,Adoption
A649659,Adoption
A684917,Adoption
A731136,Transfer
A698752,Adoption
A657659,Return to Owner
A763921,Adoption
A762209,Adoption
A725472,Return to Owner
A693848,Adoption
A733744,Transfer
A732846,Adoption
A735623,Transfer
A716859,Adoption
A698915,Adoption
A658441,Transfer
A719199,Transfer
A669068,Adoption
A729986,Adoption
A708985,Transfer
A723138,Adoption
A737784,Adoption
A713750,Adoption
A666582,Adoption
A701846,Return to Owner
A749471,Transfer
A693816,Adoption
A690489,Adoption
A735703,Adoption
A743679,Transfer
A713722,Adoption
A676238,Transfer
A747462,Transfer
A760567,Adoption
A708636,Adoption
A709825,Transfer
A677862,Transfer
A702382,Transfer
A676352,Adoption
A667690,Adoption
A676185,Euthanasia
A745610,Return to Owner
A668881,Adoption
A699785,Adoption
A709110,Adoption
A720505,Adoption
A765254,Transfer
A678899,Transfer
A705934,Transfer
A720873,Adoption
A753672,Transfer
A689901,Adoption
A753548,Adoption
A756563,Transfer
A680858,Transfer
A761115,Adoption
A749193,Adoption
A743248,Adoption
A672895,Adoption
A758607,Adoption
A729780,Return to Owner
A761847,Return to Owner
A744535,Transfer
A723273,Transfer
A737477,Adoption
A670994,Adoption
A696256,Transfer
A664341,Adoption
A691717,Return to Owner
A703156,Return to Owner
A727716,Transfer
A657596,Adoption
A711833,Adoption
A717045,Transfer
A700271,Adoption
A726048,Transfer
A683347,Adoption
A676529,Adoption
A704318,Transfer
A684710,Adoption
A711778,Return to Owner
A644793,Adoption
A703735,Adoption
A678452,Transfer
A728809,Transfer
A734404,Transfer
A725741,Adoption
A711944,Transfer
A726670,Transfer
A730849,Transfer
A676005,Transfer
A752562,Adoption
A718754,Return to Owner
A740691,Adoption
A668085,Transfer
A731359,Adoption
A693967,Adoption
A741268,Adoption
A757383,Transfer
A670113,Adoption
A680987,Adoption
A670591,Transfer
A754443,Transfer
A732769,Adoption
A762168,Adoption
A703480,Adoption
A707159,Transfer
A721123,Adoption
A748937,Adoption
A675619,Adoption
A751702,Adoption
A760337,Adoption
A704174,Adoption
A757623,Transfer
A726913,Transfer
A694544,Adoption
A745336,Adoption
A679945,Return to Owner
A715755,Adoption
A757811,Transfer
A701116,Adoption
A739073,Adoption
A681589,Transfer
A733093,Adoption
A741464,Adoption
A717616,Transfer
A759472,Adoption
A661611,Return to Owner
A711817,Transfer
A701162,Transfer
A677889,Adoption
A741917,Adoption
A759192,Adoption
A671412,Adoption
A746757,Adoption
A679275,Transfer
A744341,Adoption
A688007,Adoption
A749253,Transfer
A676663,Return to Owner
A730861,Return to Owner
A668412,Transfer
A692954,Transfer
A664080,Adoption
A693003,Return to Owner
A718024,Adoption
A674108,Adoption
A707043,Adoption
A705818,Adoption
A760703,Adoption
A745217,Adoption
A724234,Euthanasia
A712617,Return to Owner
A666667,Adoption
A604480,Transfer
A731316,Adoption
A699683,Transfer
A701392,Transfer
A667460,Adoption
A715552,Transfer
A721760,Return to Owner
A665666,Adoption
A736831,Transfer
A667795,Adoption
A703640,Adoption
A655811,Adoption
A715751,Transfer
A690214,Adoption
A700704,Transfer
A757503,Adoption
A704095,Transfer
A745438,Adoption
A714888,Adoption
A734325,Adoption
A715304,Transfer
A741542,Adoption
A734321,Adoption
A747346,Adoption
A740518,Transfer
A722685,Transfer
A710680,Transfer
A727198,Adoption
A737234,Adoption
A677980,Transfer
A699266,Transfer
A675932,Adoption
A665974,Adoption
A759895,Transfer
A752234,Adoption
A753660,Transfer
A665103,Adoption
A741640,Adoption
A676953,Transfer
A564774,Adoption
A753645,Adoption
A732497,Adoption
A737617,Return to Owner
A763631,Adoption
A704703,Adoption
A695706,Transfer
A674137,Adoption
A712328,Transfer
A700270,Adoption
A667498,Transfer
A671533,Adoption
A715764,Transfer
A737995,Adoption
A742449,Transfer
A579608,Adoption
A737041,Adoption
A753201,Return to Owner
A687458,Transfer
A746384,Adoption
A724965,Transfer
A740145,Return to Owner
A639948,Transfer
A722156,Transfer
A675357,Transfer
A711373,Transfer
A741160,Adoption
A701177,Transfer
A746422,Adoption
A682652,Transfer
A754895,Transfer
A693999,Adoption
A695920,Adoption
A701750,Adoption
A690005,Transfer
A732888,Transfer
A713907,Adoption
A750378,Adoption
A691216,Return to Owner
A692404,Transfer
A751974,Adoption
A746707,Transfer
A719542,Transfer
A698943,Adoption
A734775,Return to Owner
A691061,Adoption
A746656,Adoption
A751439,Adoption
A703978,Return to Owner
A667919,Transfer
A733091,Adoption
A691875,Transfer
A723734,Adoption
A719105,Adoption
A683354,Transfer
A738656,Adoption
A762029,Adoption
A744791,Adoption
A736870,Transfer
A665365,Adoption
A695175,Transfer
A634925,Adoption
A721554,Adoption
A710091,Adoption
A750606,Transfer
A696292,Adoption
A754560,Adoption
A726904,Transfer
A726050,Adoption
A665865,Return to Owner
A663721,Adoption
A754972,Adoption
A703323,Return to Owner
A678883,Euthanasia
A725983,Adoption
A722858,Transfer
A734889,Adoption
A751146,Transfer
A754422,Transfer
A726785,Adoption
A749352,Transfer
A679148,Adoption
A722662,Transfer
A697368,Adoption
A761812,Adoption
A689218,Adoption
A701366,Adoption
A759149,Transfer
A762602,Transfer
A673100,Return to Owner
A701833,Transfer
A700923,Adoption
A739314,Return to Owner
A688353,Return to Owner
A755191,Adoption
A683732,Transfer
A754441,Transfer
A676120,Adoption
A703095,Adoption
A676313,Return to Owner
A701146,Adoption
A712137,Adoption
A668834,Adoption
A756402,Transfer
A711422,Transfer
A707861,Transfer
A723393,Adoption
A703687,Adoption
A728174,Adoption
A749792,Adoption
A752628,Adoption
A728312,Transfer
A719099,Adoption
A734508,Disposal
A761625,Return to Owner
A666457,Adoption
A712920,Return to Owner
A686013,Transfer
A726106,Transfer
A721556,Transfer
A664743,Adoption
A704972,Adoption
A747560,Transfer
A748246,Adoption
A737575,Adoption
A730766,Adoption
A686077,Transfer
A732802,Adoption
A720973,Transfer
A741428,Adoption
A683941,Transfer
A734737,Adoption
A686671,Adoption
A732094,Adoption
A749060,Transfer
A744497,Adoption
A727759,Adoption
A719384,Adoption
A753050,Transfer
A728410,Adoption
A727603,Adoption
A712310,Transfer
A728058,Adoption
A727668,Transfer
A669700,Adoption
A756400,Transfer
A699292,Transfer
A691465,Adoption
A741963,Return to Owner
A613785,Adoption
A731752,Return to Owner
A695005,Adoption
A675101,Return to Owner
A714330,Adoption
A705525,Adoption
A720719,Adoption
A715501,Adoption
A729681,Transfer
A750050,Adoption
A764604,Transfer
A680920,Transfer
A666088,Adoption
A700622,Adoption
A734081,Adoption
A749511,Transfer
A724005,Transfer
A695060,Transfer
A742173,Adoption
A715743,Return to Owner
A724753,Adoption
A680268,Return to Owner
A692917,Return to Owner
A674275,Adoption
A677657,Transfer
A742670,Return to Owner
A670093,Transfer
A728687,Adoption
A669185,Adoption
A717090,Adoption
A668479,Transfer
A752348,Adoption
A705175,Adoption
A712094,Transfer
A729548,Adoption
A652857,Adoption
A743430,Adoption
A745241,Adoption
A683068,Transfer
A746575,Adoption
A730283,Adoption
A696624,Adoption
A680593,Adoption
A688803,Transfer
A728025,Adoption
A694186,Adoption
A386688,Return to Owner
A683311,Return to Owner
A679025,Return to Owner
A681434,Adoption
A757950,Transfer
A754943,Adoption
A660360,Adoption
A673108,Return to Owner
A675665,Transfer
A749765,Adoption
A694250,Transfer
A725871,Adoption
A669734,Adoption
A764429,Transfer
A708013,Transfer
A691803,Return to Owner
A737964,Adoption
A710081,Transfer
A703863,Transfer
A743546,Return to Owner
A668652,Adoption
A737285,Adoption
A712690,Transfer
A735063,Adoption
A755621,Adoption
A695680,Adoption
A669280,Adoption
A673837,Transfer
A724378,Adoption
A741773,Adoption
A738604,Adoption
A755479,Transfer
A747119,Transfer
A661782,Adoption
A687594,Transfer
A710817,Transfer
A621530,Adoption
A686901,Transfer
A756193,Transfer
A764584,Return to Owner
A728371,Adoption
A367438,Return to Owner
A752275,Adoption
A703884,Disposal
A681238,Transfer
A733376,Return to Owner
A732273,Adoption
A710570,Transfer
A677538,Transfer
A675007,Adoption
A678487,Transfer
A677304,Adoption
A756933,Adoption
A718946,Adoption
A669170,Return to Owner
A711107,Transfer
A678592,Euthanasia
A680516,Transfer
A668093,Adoption
A719769,Adoption
A689235,Transfer
A701995,Return to Owner
A692456,Transfer
A728712,Transfer
A705340,Transfer
A758797,Adoption
A701529,Transfer
A728362,Transfer
A702501,Adoption
A684091,Adoption
A687843,Return to Owner
A695839,Return to Owner
A753536,Adoption
A764246,Transfer
A693406,Transfer
A701768,Transfer
A722305,Adoption
A680744,Transfer
A749218,Adoption
A690474,Transfer
A745473,Adoption
A703262,Transfer
A674537,Adoption
A743591,Transfer
A705258,Transfer
A721152,Adoption
A677245,Transfer
A738053,Adoption
A699842,Adoption
A721461,Transfer
A701109,Transfer
A678352,Transfer
A718909,Transfer
A706611,Transfer
A742919,Adoption
A709020,Return to Owner
A667842,Adoption
A721137,Transfer
A748754,Transfer
A727363,Adoption
A749429,Transfer
A747303,Adoption
A736562,Return to Owner
A666717,Return to Owner
A736040,Transfer
A737410,Adoption
A709810,Adoption
A678349,Adoption
A669416,Adoption
A762081,Adoption
A672735,Transfer
A728543,Adoption
A713905,Adoption
A712970,Adoption
A735784,Adoption
A683244,Adoption
A756082,Adoption
A701894,Transfer
A747127,Euthanasia
A683057,Return to Owner
A716707,Transfer
A681281,Adoption
A724348,Euthanasia
A759387,Transfer
A751708,Transfer
A692344,Return to Owner
A690160,Adoption
A751584,Transfer
A708191,Adoption
A759217,Transfer
A705581,Adoption
A681970,Adoption
A716517,Adoption
A731116,Transfer
A689022,Transfer
A730991,Transfer
A719153,Adoption
A704586,Adoption
A728173,Transfer
A591739,Return to Owner
A752963,Adoption
A561418,Transfer
A682388,Died
A701737,Transfer
A716089,Return to Owner
A685356,Adoption
A751614,Adoption
A758028,Transfer
A667669,Transfer
A724360,Return to Owner
A763267,Adoption
A711873,Transfer
A666123,Adoption
A711941,Adoption
A694191,Transfer
A753435,Adoption
A747585,Adoption
A756396,Adoption
A741493,Transfer
A752804,Transfer
A694547,Adoption
A759027,Transfer
A680397,Transfer
A736708,Adoption
A751717,Return to Owner
A721039,Adoption
A679602,Transfer
A757821,Transfer
A758814,Transfer
A741274,Adoption
A765821,Adoption
A732539,Transfer
A666703,Adoption
A750407,Transfer
A678582,Transfer
A703359,Transfer
A755144,Transfer
A689909,Adoption
A688025,Adoption
A688949,Transfer
A691650,Transfer
A671345,Transfer
A692879,Return to Owner
A710079,Adoption
A666124,Transfer
A666354,Transfer
A738362,Adoption
A669116,Adoption
A695749,Adoption
A686560,Adoption
A730957,Adoption
A728802,Transfer
A759604,Disposal
A676641,Adoption
A740161,Adoption
A755519,Adoption
A702911,Adoption
A707269,Transfer
A705303,Transfer
A743515,Adoption
A759332,Adoption
A711259,Adoption
A716918,Adoption
A757838,Adoption
A665022,Adoption
A703416,Adoption
A693422,Adoption
A700237,Adoption
A761828,Transfer
A755742,Transfer
A677202,Return to Owner
A737602,Adoption
A686634,Adoption
A691944,Transfer
A692552,Return to Owner
A672650,Adoption
A666262,Transfer
A731551,Transfer
A751993,Adoption
A746397,Euthanasia
A764091,Transfer
A748511,Transfer
A730953,Adoption
A741896,Adoption
A720299,Transfer
A662850,Return to Owner
A677793,Adoption
A705327,Transfer
A738758,Adoption
A763736,Return to Owner
A676052,Adoption
A713499,Return to Owner
A751817,Transfer
A682876,Adoption
A747170,Adoption
A750631,Transfer
A615299,Return to Owner
A746737,Adoption
A742219,Adoption
A716922,Adoption
A670566,Adoption
A676324,Adoption
A678545,Return to Owner
A692596,Transfer
A744164,Transfer
A738645,Adoption
A732723,Transfer
A737318,Transfer
A694766,Transfer
A663961,Return to Owner
A754238,Adoption
A727416,Transfer
A661949,Transfer
A688006,Adoption
A702230,Transfer
A666611,Transfer
A705993,Transfer
A698812,Adoption
A701208,Return to Owner
A634207,Adoption
A758795,Adoption
A757370,Transfer
A743381,Adoption
A609226,Adoption
A760756,Transfer
A731479,Adoption
A703813,Transfer
A765543,Transfer
A699267,Adoption
A716061,Adoption
A712643,Return to Owner
A716876,Transfer
A705824,Transfer
A708372,Adoption
A715199,Transfer
A696230,Adoption
A764008,Adoption
A736291,Transfer
A677463,Transfer
A686826,Transfer
A732490,Adoption
A761862,Adoption
A661259,Adoption
A734515,Transfer
A722285,Adoption
A743977,Return to Owner
A761360,Transfer
A747521,Adoption
A720297,Return to Owner
A755143,Transfer
A680542,Transfer
A720997,Adoption
A752164,Transfer
A742881,Transfer
A744807,Transfer
